                     p.Moran_I   p.Moran_Z  p.Moran_P  p.Moran_Padj
PPFIA2-AS1        0.000000e+00    0.000000   1.000000      1.000000
AC069228.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02426         0.000000e+00    0.000000   1.000000      1.000000
AC089998.2        0.000000e+00    0.000000   1.000000      1.000000
AC090680.1        0.000000e+00    0.000000   1.000000      1.000000
AC093025.1        0.000000e+00    0.000000   1.000000      1.000000
AC090679.2        0.000000e+00    0.000000   1.000000      1.000000
AC090679.1        0.000000e+00    0.000000   1.000000      1.000000
TSPAN19           0.000000e+00    0.000000   1.000000      1.000000
ALX1              0.000000e+00    0.000000   1.000000      1.000000
AC131532.1        0.000000e+00    0.000000   1.000000      1.000000
NTS               0.000000e+00    0.000000   1.000000      1.000000
MGAT4C            0.000000e+00    0.000000   1.000000      1.000000
AC016993.1        0.000000e+00    0.000000   1.000000      1.000000
AC010196.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02258         0.000000e+00    0.000000   1.000000      1.000000
AC079598.1        0.000000e+00    0.000000   1.000000      1.000000
C12orf50          0.000000e+00    0.000000   1.000000      1.000000
AC024941.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02458         0.000000e+00    0.000000   1.000000      1.000000
AC024909.1        0.000000e+00    0.000000   1.000000      1.000000
GALNT4            0.000000e+00    0.000000   1.000000      1.000000
POC1B-GALNT4      0.000000e+00    0.000000   1.000000      1.000000
AC084200.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02399         0.000000e+00    0.000000   1.000000      1.000000
AC126178.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02392         0.000000e+00    0.000000   1.000000      1.000000
AC084365.1        0.000000e+00    0.000000   1.000000      1.000000
AC112481.1        0.000000e+00    0.000000   1.000000      1.000000
CCER1             0.000000e+00    0.000000   1.000000      1.000000
LINC00615         0.000000e+00    0.000000   1.000000      1.000000
AC025035.1        0.000000e+00    0.000000   1.000000      1.000000
AC025254.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02404         0.000000e+00    0.000000   1.000000      1.000000
AC090049.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02391         0.000000e+00    0.000000   1.000000      1.000000
CLLU1OS           0.000000e+00    0.000000   1.000000      1.000000
AC063949.2        0.000000e+00    0.000000   1.000000      1.000000
C12orf74          0.000000e+00    0.000000   1.000000      1.000000
LINC02413         0.000000e+00    0.000000   1.000000      1.000000
AC138123.1        0.000000e+00    0.000000   1.000000      1.000000
AC138123.2        0.000000e+00    0.000000   1.000000      1.000000
AC012085.2        0.000000e+00    0.000000   1.000000      1.000000
AC012464.1        0.000000e+00    0.000000   1.000000      1.000000
AC123567.2        0.000000e+00    0.000000   1.000000      1.000000
AC073655.1        0.000000e+00    0.000000   1.000000      1.000000
AC023161.1        0.000000e+00    0.000000   1.000000      1.000000
AC084879.2        0.000000e+00    0.000000   1.000000      1.000000
AC090001.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02410         0.000000e+00    0.000000   1.000000      1.000000
CCDC38            0.000000e+00    0.000000   1.000000      1.000000
AC007298.2        0.000000e+00    0.000000   1.000000      1.000000
AC007298.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02452         0.000000e+00    0.000000   1.000000      1.000000
AC008149.1        0.000000e+00    0.000000   1.000000      1.000000
AC007513.1        0.000000e+00    0.000000   1.000000      1.000000
AC007656.1        0.000000e+00    0.000000   1.000000      1.000000
AC013417.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02409         0.000000e+00    0.000000   1.000000      1.000000
AC016152.1        0.000000e+00    0.000000   1.000000      1.000000
AC069437.1        0.000000e+00    0.000000   1.000000      1.000000
AC117377.1        0.000000e+00    0.000000   1.000000      1.000000
FAM71C            0.000000e+00    0.000000   1.000000      1.000000
SLC17A8           0.000000e+00    0.000000   1.000000      1.000000
NR1H4             0.000000e+00    0.000000   1.000000      1.000000
ANO4              0.000000e+00    0.000000   1.000000      1.000000
AC138360.1        0.000000e+00    0.000000   1.000000      1.000000
AC063947.1        0.000000e+00    0.000000   1.000000      1.000000
AC063948.1        0.000000e+00    0.000000   1.000000      1.000000
SPIC              0.000000e+00    0.000000   1.000000      1.000000
MYBPC1            0.000000e+00    0.000000   1.000000      1.000000
AC117505.1        0.000000e+00    0.000000   1.000000      1.000000
AC010205.1        0.000000e+00    0.000000   1.000000      1.000000
AC084398.2        0.000000e+00    0.000000   1.000000      1.000000
AC079907.2        0.000000e+00    0.000000   1.000000      1.000000
LINC02456         0.000000e+00    0.000000   1.000000      1.000000
LINC00485         0.000000e+00    0.000000   1.000000      1.000000
AC068643.1        0.000000e+00    0.000000   1.000000      1.000000
AC068643.2        0.000000e+00    0.000000   1.000000      1.000000
LINC02401         0.000000e+00    0.000000   1.000000      1.000000
AC025265.2        0.000000e+00    0.000000   1.000000      1.000000
AC025265.3        0.000000e+00    0.000000   1.000000      1.000000
AC012555.2        0.000000e+00    0.000000   1.000000      1.000000
LINC02385         0.000000e+00    0.000000   1.000000      1.000000
AC089983.1        0.000000e+00    0.000000   1.000000      1.000000
AC016257.1        0.000000e+00    0.000000   1.000000      1.000000
AC011313.1        0.000000e+00    0.000000   1.000000      1.000000
AC011595.2        0.000000e+00    0.000000   1.000000      1.000000
AC011595.1        0.000000e+00    0.000000   1.000000      1.000000
AC079385.1        0.000000e+00    0.000000   1.000000      1.000000
RFX4              0.000000e+00    0.000000   1.000000      1.000000
AC079385.2        0.000000e+00    0.000000   1.000000      1.000000
AC079385.3        0.000000e+00    0.000000   1.000000      1.000000
AC078929.1        0.000000e+00    0.000000   1.000000      1.000000
AC007540.1        0.000000e+00    0.000000   1.000000      1.000000
AC007622.2        0.000000e+00    0.000000   1.000000      1.000000
AC126177.2        0.000000e+00    0.000000   1.000000      1.000000
AC126177.4        0.000000e+00    0.000000   1.000000      1.000000
AC007569.1        0.000000e+00    0.000000   1.000000      1.000000
DAO               0.000000e+00    0.000000   1.000000      1.000000
SVOP              0.000000e+00    0.000000   1.000000      1.000000
FOXN4             0.000000e+00    0.000000   1.000000      1.000000
MYO1H             0.000000e+00    0.000000   1.000000      1.000000
LINC01486         0.000000e+00    0.000000   1.000000      1.000000
FAM222A-AS1       0.000000e+00    0.000000   1.000000      1.000000
AC007834.1        0.000000e+00    0.000000   1.000000      1.000000
AC084876.1        0.000000e+00    0.000000   1.000000      1.000000
AC002375.1        0.000000e+00    0.000000   1.000000      1.000000
CCDC63            0.000000e+00    0.000000   1.000000      1.000000
MYL2              0.000000e+00    0.000000   1.000000      1.000000
LINC01405         0.000000e+00    0.000000   1.000000      1.000000
AC002351.1        0.000000e+00    0.000000   1.000000      1.000000
ATXN2-AS          0.000000e+00    0.000000   1.000000      1.000000
AC002996.1        0.000000e+00    0.000000   1.000000      1.000000
AC073575.1        0.000000e+00    0.000000   1.000000      1.000000
AC004217.1        0.000000e+00    0.000000   1.000000      1.000000
RPH3A             0.000000e+00    0.000000   1.000000      1.000000
AC004551.1        0.000000e+00    0.000000   1.000000      1.000000
AC089999.1        0.000000e+00    0.000000   1.000000      1.000000
LHX5              0.000000e+00    0.000000   1.000000      1.000000
LHX5-AS1          0.000000e+00    0.000000   1.000000      1.000000
LINC01234         0.000000e+00    0.000000   1.000000      1.000000
AC073863.1        0.000000e+00    0.000000   1.000000      1.000000
AC010183.1        0.000000e+00    0.000000   1.000000      1.000000
AC010183.2        0.000000e+00    0.000000   1.000000      1.000000
LINC02459         0.000000e+00    0.000000   1.000000      1.000000
AC010177.1        0.000000e+00    0.000000   1.000000      1.000000
AC026765.2        0.000000e+00    0.000000   1.000000      1.000000
AC026765.1        0.000000e+00    0.000000   1.000000      1.000000
AC009804.2        0.000000e+00    0.000000   1.000000      1.000000
AC008125.1        0.000000e+00    0.000000   1.000000      1.000000
AC078880.1        0.000000e+00    0.000000   1.000000      1.000000
AC078880.4        0.000000e+00    0.000000   1.000000      1.000000
AC078880.5        0.000000e+00    0.000000   1.000000      1.000000
AC078880.2        0.000000e+00    0.000000   1.000000      1.000000
AC009803.2        0.000000e+00    0.000000   1.000000      1.000000
AC009803.3        0.000000e+00    0.000000   1.000000      1.000000
AC009803.1        0.000000e+00    0.000000   1.000000      1.000000
AC009387.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02463         0.000000e+00    0.000000   1.000000      1.000000
AC012157.1        0.000000e+00    0.000000   1.000000      1.000000
AC079384.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02457         0.000000e+00    0.000000   1.000000      1.000000
AC125603.2        0.000000e+00    0.000000   1.000000      1.000000
AC125603.1        0.000000e+00    0.000000   1.000000      1.000000
AC083806.3        0.000000e+00    0.000000   1.000000      1.000000
AC083806.2        0.000000e+00    0.000000   1.000000      1.000000
AC127164.1        0.000000e+00    0.000000   1.000000      1.000000
TESC-AS1          0.000000e+00    0.000000   1.000000      1.000000
NOS1              0.000000e+00    0.000000   1.000000      1.000000
AC073864.1        0.000000e+00    0.000000   1.000000      1.000000
AC084291.1        0.000000e+00    0.000000   1.000000      1.000000
AC131159.1        0.000000e+00    0.000000   1.000000      1.000000
LINC02460         0.000000e+00    0.000000   1.000000      1.000000
LINC02423         0.000000e+00    0.000000   1.000000      1.000000
LINC02440         0.000000e+00    0.000000   1.000000      1.000000
LINC02439         0.000000e+00    0.000000   1.000000      1.000000
AC087863.1        0.000000e+00    0.000000   1.000000      1.000000
SRRM4             0.000000e+00    0.000000   1.000000      1.000000
AC084361.1        0.000000e+00    0.000000   1.000000      1.000000
AC084880.4        0.000000e+00    0.000000   1.000000      1.000000
AC084880.3        0.000000e+00    0.000000   1.000000      1.000000
AC084880.2        0.000000e+00    0.000000   1.000000      1.000000
LINC00934         0.000000e+00    0.000000   1.000000      1.000000
CCDC60            0.000000e+00    0.000000   1.000000      1.000000
AC002563.1        0.000000e+00    0.000000   1.000000      1.000000
AC003982.1        0.000000e+00    0.000000   1.000000      1.000000
AL021546.1        0.000000e+00    0.000000   1.000000      1.000000
AC125616.1        0.000000e+00    0.000000   1.000000      1.000000
AC069234.2        0.000000e+00    0.000000   1.000000      1.000000
AC069234.3        0.000000e+00    0.000000   1.000000      1.000000
AC069234.1        0.000000e+00    0.000000   1.000000      1.000000
AC048337.1        0.000000e+00    0.000000   1.000000      1.000000
AC145422.1        0.000000e+00    0.000000   1.000000      1.000000
AC084018.1        0.000000e+00    0.000000   1.000000      1.000000
HPD               0.000000e+00    0.000000   1.000000      1.000000
AC079360.1        0.000000e+00    0.000000   1.000000      1.000000
AC069503.3        0.000000e+00    0.000000   1.000000      1.000000
LRRC43            0.000000e+00    0.000000   1.000000      1.000000
IL31              0.000000e+00    0.000000   1.000000      1.000000
AC048338.1        0.000000e+00    0.000000   1.000000      1.000000
CLIP1-AS1         0.000000e+00    0.000000   1.000000      1.000000
AC127002.1        0.000000e+00    0.000000   1.000000      1.000000
AC026333.3        0.000000e+00    0.000000   1.000000      1.000000
AC027290.1        0.000000e+00    0.000000   1.000000      1.000000
PITPNM2-AS1       0.000000e+00    0.000000   1.000000      1.000000
AC068768.2        0.000000e+00    0.000000   1.000000      1.000000
DNAH10OS          0.000000e+00    0.000000   1.000000      1.000000
AC026358.1        0.000000e+00    0.000000   1.000000      1.000000
AC073592.1        0.000000e+00    0.000000   1.000000      1.000000
THRIL             0.000000e+00    0.000000   1.000000      1.000000
AC122688.2        0.000000e+00    0.000000   1.000000      1.000000
AC005186.1        0.000000e+00    0.000000   1.000000      1.000000
